name,cuisine,lat,lon,city,street,postcode,state,opening_hours,phone,website
Growl Juice Pub,juice,33.789143,-117.8532685,,,,,,,
American Grub,burger,33.7423959,-117.823478,Tustin,El Camino Real,92780,,,,
Centro Storico Spaghetteria,italian,33.7417362,-117.8235,Tustin,El Camino Real,92780,CA,,,
International Kitchen,international,33.6644943,-117.8252287,,,,,,,
Japanese and Korean,japanese;korean,33.6644414,-117.8252098,,,,,,,
Islands Restaurant,burger;american;beer,33.7308766,-117.9920736,Huntington Beach,Edinger Avenue,92647,CA,Su-Mo 11:00-21:00; Fr-Sa 11:00-22:00,+1-714-897-4619,https://www.islandsrestaurants.com/
Phoenix Food Boutique,chinese,33.7686678,-117.9380572,Garden Grove,S Euclid Street,92843,CA,Mo-Su 11:00-21:00,+1-714-638-8338,https://phoenixfood.us/
Saigon Capital Restaurant,vietnamese,33.7451288,-117.9652113,Westminster,Bolsa Avenue,92683,CA,Mo-Su 08:00-22:00,+1-714-775-8512,http://saigon-capital.keeq.io/
Kim Ky Noodle House,asian,33.744098,-117.9681212,Westminster,Moran Street,92683,CA,"Mo-Sa 08:00-18:00, Su 08:00-17:00",+1-714-898-8141,
Mountain Mike's,pizza,33.6373503,-117.592283,,,92688,,Mo-Th 11:00-21:00; Fr-Su 11:00-22:00,,
Poke Bowlz,asian;fish;seafood;sushi,33.6417056,-117.5952142,,,92688,,Mo-Su 11:00-20:00,,
Scotts Deli,asian;bagel;breakfast;coffee_shop;deli;donut;sandwich,33.6369434,-117.6083304,,,,,Mo-Fr 04:00-15:30; Sa 04:00-14:30; Su 06:00-13:00,,
La Fiesta,mexican,33.6372958,-117.5919801,,,92688,,,,
Wan-Fu,asian;chinese,33.6419734,-117.5950602,,Rancho Santa Margarita Pkwy,,,Su 11:00-21:00; Mo-Th 11:00-14:30; Mo-Th 16:00-21:00; Fr 16:00-21:30; Sa 11:00-21:30; Fr 11:00-14:30,+1-949-589-8028,https://wanfuchinabistro.com/
BCD Tofu House,korean,33.6884772,-117.8339077,,,,,Mo-Su 10:00-02:00,,
Ameci Pizza & Pasta,pizza,33.6479151,-117.6859718,,Trabuco Road,92630,,"Mo-Th,Su 11:00-21:00; Fr-Sa 11:00-22:00",+1 949-830-6401,https://www.amecipizzaandpasta.com/locations/
Sabatino's,italian,33.6158861,-117.930024,,,,,,,
Fly N Fish,seafood,33.6098731,-117.9300593,,,,,,,
Blaze Pizza,pizza,33.7888628,-117.963493,,,,,,,
Z Pizza,pizza,33.6177222,-117.9287856,,,,,,,
Circle Hook Fish Company,seafood,33.6190369,-117.9284046,,,,,,,
The Original Pancake House,breakfast;pancake,33.7871774,-117.8178048,,,,,,,
Taco Mesa,mexican,33.7882425,-117.815639,Orange,East Chapman Ave,92869,CA,Mo-Su 7:00-22:00,+1-714-633-3922,https://www.tacomesatortilleria.com/
Lamppost Pizza,pizza,33.7884967,-117.8338974,,,,,,,
Tacos Jalisco,mexican,33.7948451,-117.8366356,,,,,,,
Orange Sushi & Roll,sushi,33.7459258,-117.8243007,,,,,,,
El Portal de Veracruz,mexican,33.7867645,-117.8049932,,,,,,,
Wise Guys,pizza,33.7939958,-117.7731058,,,,,,,
Sutha Thai Kitchen,asian,33.7481115,-117.8084876,Tustin,Irvine Boulevard,92780,CA,,,
Yogi's Teriyaki,asian,33.7473574,-117.8104502,,,,,,,
JINYA Ramen Bar,ramen,33.7476395,-117.8107396,,,,,,,
Buffalo Wild Wings,wings,33.7835168,-117.8935358,Orange,City Boulevard West,92868,CA,"Mo-Fr 00:00-02:00,11:00-24:00; Sa-Su 00:00-02:00,09:00-24:00",+1 714-939-9151,
Off The Boat Fish Grill,seafood;mediterranean,33.759434,-117.8255129,,,,,,,
Uoko Japanese Cuisine,sushi,33.7592337,-117.8254992,,,,,,,
Hambone's,american;barbecue,33.6713387,-117.9533593,,,,,,,
The Original Pancake House,breakfast;pancake,33.674069,-117.952968,,,,,,,
Blaze Pizza,pizza,33.7750428,-117.8710662,,,,,,,
DönerG Mediterranean Grill,turkish,33.7731902,-117.8665009,,,,,,,
Luna Grill,mediterranean,33.7231316,-117.7898312,,Jamboree Road,,,,,https://lunagrill.com/
Piadina Italian Market Sandwhiches,sandwich;italian,33.7246762,-117.7933711,Tustin,El Camino Real,92782,CA,Su-We 11:00-19:00; Th-Sa 11:00-20:00,+1 714 417 9660,https://www.italianpiadina.com/locations
Naan & Kabob,persian,33.7454194,-117.819708,Tustin,East 1st Street,92780,,,,
Tasty Garden,chinese,33.697314,-117.7990006,,,,,,,
All That Barbeque,korean;barbecue,33.6968319,-117.7981819,,,,,,,
Northern Cafe,chinese,33.6510422,-117.8390073,,,,,,,
Dun Huang,chinese,33.6878781,-117.83424,,,,,,,
Pho Saigon Pearl,vietnamese,33.6881774,-117.8330468,,,,,,,
Phở Kim Quy,vietnamese,33.7170986,-117.9367626,,,,,,,
Breakfast Republic,american;breakfast,33.6504111,-117.8377808,Irvine,Campus Drive,92612,CA,Mo-Su 07:00-15:00,+1-949-379-7177,https://www.breakfastrepublic.com
YUP DDUK,korean,33.6492967,-117.8322873,Irvine,Campus Drive,92612,CA,,,https://www.yupddukirvine.com
Kuramoto,japanese,33.7214502,-117.8259594,,,,,,,
Tierra Mia Pizzaria,pizza,33.7212074,-117.8261173,,,,,,,
PhởHolic,vietnamese,33.7755305,-117.9944689,Stanton,Beach Boulevard,90680,CA,Mo-Su 08:00-22:00,+1-657-348-9999,
The Boiling Crab,seafood,33.7611533,-117.9532333,Garden Grove,Brookhurst Street,92843,CA,Mo-Fr 15:00-22:00; Sa-Su 12:00-22:00,+1-714-636-4885,https://theboilingcrab.com/locations/brookhurst/
Liên Huế 2,vietnamese,33.7609248,-117.9532623,Garden Grove,Brookhurst Street,92843,CA,,,
Boiling Point,chinese;hotpot,33.7613806,-117.9532299,Garden Grove,Brookhurst Street,92843,CA,Mo-Su 11:00-23:00,+1-714-636-3238,https://www.bpgroupusa.com/
Thạch Chè Hiển Khánh,vietnamese;dessert,33.7591954,-117.9585422,Garden Grove,Westminster Avenue,92844,CA,Mo-Su 07:30-18:30,+1 714-537-5105,
HiroNori Craft Ramen,ramen,33.6764661,-117.8558209,Irvine,Michelson Drive,,CA,Mo-Su 11:00-21:00,+1 949-536-5800,https://hironori.com/our-craft-ramen
Wood Ranch,barbecue,33.6524779,-117.745265,Irvine,Spectrum Center Drive,92618,CA,Mo-Su 11:00-22:00,+1 949-337-4850,https://www.woodranch.com/restaurants/irvine/#wr-menu-anchor
AnQi Bistro,vietnamese,33.6887758,-117.8882495,Costa Mesa,Bristol Street,92626,CA,Mo-Su 12:00-21:00,+1 714-557-5679,http://www.anqibistro.com/
Yard House,american,33.6504166,-117.7449695,Irvine,Spectrum Center Drive,92618,CA,,+1 949-753-9373,
Crimson Coward,chicken,33.6175843,-117.701472,Lake Forest,El Toro Road,92630,CA,Mo - Su 11:00- 22:00,+1-949-215-3269,https://www.crimsoncoward.com/locations/crimson-coward-lake-forest/
True Food Kitchen,american,33.6149744,-117.873334,Newport Beach,Newport Center Drive,92660,CA,Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa 10:00-22:00; Su 10:00-21:00,+1-949-644-2400,https://www.truefoodkitchen.com/locations/newportbeach/
Fleming's,steak_house,33.6151397,-117.873155,Newport Beach,Newport Center Drive,92660,CA,Mo-Sa 16:00-22:00; Su 16:00-21:00,+1-949-720-9633,https://www.flemingssteakhouse.com/Locations/CA/Newport-Beach
BCD Tofu House,korean,33.7736169,-117.9662125,Garden Grove,Garden Grove Boulevard,92844,CA,,+1-714-636-5599,https://www.bcdtofuhouse.com/
Six Alley Noodle And Asian Burger,asian,33.6996474,-117.8650976,,,,,,,
Gokumi,ramen,33.6996176,-117.8649354,,,,,,,
949 Grill And Pot Lounge,asian,33.6996637,-117.8647876,,,,,,,
Masala Craft,indian,33.6994693,-117.8653358,,,,,,,
Little Pan,asian,33.6996366,-117.8650266,,,,,,,
Loving Hut,international,33.7884674,-117.922711,,,,,,+1 657-233-5780,https://lovinghut.us/gardengrove/
Vegan Pizza,pizza,33.7884302,-117.9232832,,,,,,,
Loving Hut,international,33.7852546,-117.835272,,,,,,+1 714-464-0544,https://lovinghut.us/orange/
Loving Hut,international,33.6958304,-117.988177,,,,,,+1 714-916-0595,https://lovinghut.us/huntingtonbeach/
R+D Kitchen,american,33.6173761,-117.8747299,Newport Beach,Newport Center Drive,92660,CA,Mo-Th 11:00-21:30; Fr-Sa 11:00-22:00; Su 11:00-21:00,+1-949-219-0555,https://rd-kitchen.com/locations/newportbeach/
Poke Tiki,poke,33.7408361,-117.8208321,,,,,,,
Round Table Pizza,pizza,33.740387,-117.8207535,,,,,,,
Barolo Cafe,italian,33.7408927,-117.8208329,,,,,,,
Bazille,american,33.6161374,-117.8781004,Newport Beach,Newport Center Drive,92660,CA,Mo-Th 11:00-18:00; Fr-Sa 11:00-19:00; Su 11:00-18:00,+1-949-610-1610,
Little Sister,vietnamese,33.6491173,-117.7407347,Irvine,Spectrum Center Drive,92618,CA,11:00-22:00,+1-949-800-8798,https://www.littlesisteroc.com/
La Casa Garcia,mexican,33.7892457,-117.9138311,,,,,,,
Masala Craft,indian,33.7892756,-117.9141104,,,,,,,
Tupelo Junction,southern;american,33.6139071,-117.9283297,,,,,,,
Sushi Taka,sushi,33.6725293,-117.8467609,,Michelson Drive,,,,,
Postino,italian,33.6729442,-117.8466178,,,,,,,
Sessions West Coast Deli,burger;sandwich;american;salad;coffee,33.6772497,-117.7990694,Irvine,Barranca Parkway,92604,CA,Mo-Su 08:00-20:00,+1-949-333-3949,https://sessions-irvine.square.site
Uoko Sushi & Japanese Cuisine,japanese,33.6296878,-117.7191078,,,,,,,
Buffalo Wild Wings,wings,33.6291958,-117.718937,,,,,,,
Diho Sism,thai,33.6299155,-117.7189784,,,,,,,
Thanh Binh 2,vietnamese,33.6295997,-117.7191467,,,,,,,
Inka Grill Peruvian Cuisine,peruvian,33.6298396,-117.7190093,,,,,,,
Beijing Noodle House,chinese,33.6292319,-117.7176863,,,,,,,
The Krave,burger,33.6296231,-117.7178171,,,,,,,
De Licia’s,italian,33.6302841,-117.7188497,,,,,,,
Baja Fish Tacos,mexican,33.6284068,-117.7250994,,,,,,,
Frank's BBQ & Chinese Cuisine,chinese;barbecue,33.6165809,-117.7063235,Lake Forest,El Toro Road,92630,CA,Mo-Su 11:00-21:30,+1 949-482-1688,
Thanh Binh Cuisine,vietnamese,33.6185852,-117.7068887,Lake Forest,El Toro Road,92630,CA,Mo-Su 10:00-21:00,+1-949-699-2820,https://www.thanhbinhcuisineca.com/
Kabab Express,mediterranean,33.6178168,-117.7011991,Lake Forest,El Toro Road,92630,CA,Mo-Th 11:00-21:30; Fr 11:00-22:00; Sa 08:00-22:00; Su 08:00-21:30,+1-949-569-9800,http://kababexpresslakeforest.com/
La Cochina de Ricardo,mexican,33.6204821,-117.698471,Lake Forest,El Toro Road,92630,CA,11:00-21:00,+1 949-586-1477,https://lacocinadericardo.com/
Pholicious Noodle Bar,vietnamese,33.6202782,-117.6985898,Lake Forest,El Toro Road,92630,CA,Mo-Su 10:30-20:30,+1 949-345-1282,https://pholiciousnoodlebar.com/
DK's Dounts,donut,33.7875604,-117.813012,Orange,East Chapman Avenue,92869,CA,Su-Th 04:00-23:00; Fr-Sa 04:00-0:00,+1-714-633-5858,
La Llorna Birria & Marisco,mexican,33.6211241,-117.7033611,Lake Forest,El Toro Road,92630,CA,,+1 949-446-4432,
Veggos,sandwich,33.6210774,-117.7033042,Lake Forest,El Toro Road,92630,CA,"Mo-Fr 11:00-19:00; Sa,Su off",+1 949-305-3593,
Luna Grill,mediterranean;seafood,33.6190736,-117.702947,,El Toro Road,92630,,11:00-21:00,+1 949-770-5862,https://locations.lunagrill.com/luna-grill-9492f0d1fee9/
Pho Tam Cali Vietnamese Cuisine,vietnamese,33.655512,-117.7013449,Lake Forest,Trabuco Road,92630,CA,Mo-Sa 11:00-20:00; Su 10:00-15:00,+1 949-215-9552,https://photamcali.com/
Umma's K-BBQ,barbecue;korean,33.6555911,-117.7014958,Lake Forest,Trabuco Road,92630,CA,"Mo-Sa 11:00-15:00, 17:00-20:00; Su off",+1 949-716-2244,https://www.ummaskbbq.com/
Lupes Mexican Eatery,mexican,33.6556648,-117.7015907,Lake Forest,Trabuco Road,92630,CA,Mo-Su 08:00-21:00,+1 949-446-6011,https://www.eatlupes.com/
Brizio Pizza,pizza,33.6468264,-117.688687,Lake Forest,Lake Forest Drive,92630,CA,Su-Th 09:00-22:00; Fr-Sa 09:00-23:00,+1 949-951-7333,https://briziopizza.com/
El Progreso Mexican Restaurant,mexican,33.6206422,-117.7021094,Lake Forest,Raymond Way,92630,CA,"Mo-Su 07:30-21:00 || ""Open most holidays""",,
Biagio's Italian Restaurant,italian,33.6295175,-117.7052228,,,,,,,
Okidoki Izakaya,japanese,33.7417873,-117.819307,,,,,,,
Musashi Sushiya,japanese; sushi,33.6201347,-117.698683,Lake Forest,El Toro Road,92630,CA,"Mo-Th,Su 11:00-21:30; Fr-Sa 11:00-22:00",+1 949-699-2580,https://musashisushiya.com
Pho Ha Noi,vietnamese; noodles; soup,33.617759,-117.7012254,Lake Forest,El Toro Road,92630,CA,Mo 10:00-15:00; Tu-Su 10:00-20:00,+1 949-855-4300,
Minato Sushi,sushi,33.620619,-117.701051,Lake Forest,El Toro Road,92630,CA,"""Su-Th 11:30-21:30; Fr-Sa 11:30-22:00""",+1-949-472-4547,
Sunny Dumpling House,chinese,33.6207605,-117.7021976,Lake Forest,Raymond Way,92630,CA,"Mo off; Tu-Fr 11:00-14:00,16:30-20:00; Sa-Su 11:00-14:30,16:00-20:00",+1 949-446-8838,
Dave & Buster's,american,33.6508108,-117.7436955,,,,,,,
Bangkok Taste,thai,33.7746201,-117.8519953,,,,,,,
Anjappar OC,indian,33.7391033,-117.8206394,,,,,,,
Ramen Mura,ramen,33.7392601,-117.8204842,,,,,,,
Kanji Japanese Cuisine,japanese,33.6543193,-117.7028169,,,,,"Mo closed; Tu-Fr 11:00-14:30, 17:00-21:00; Sa,Su 16:00-21:00",,
Good Time Cafe,chinese,33.6543025,-117.7027163,Lake Forest,Bake Parkway,92630,CA,"Mo-We 11:30-14:30, 16:00-20:00; Th-Su 11:30-20:00",,
Istanbul Grill,turkish,33.7016409,-117.9342702,Fountain Valley,Newhope Street,92708,CA,11:00-02:00,+1 714-430-1434,https://www.istanbulgrillca.com
China Garden,chinese,33.7438397,-117.815742,,,,,,,
Pho So 1,vietnamese,33.6470908,-117.6882743,,Lake Forest Drive,92630,,"Mo,We-Su 10:00-22:00; Tu 10:00-15:00",+1 949-367-5020,https://phoso1lakeforest.com
Coco's Bakery,american,33.6876615,-117.8341316,,,,,,,
I Can Barbecue,korean,33.7245885,-117.7937824,,,,,,,
Three Nine-Nine,vietnamese,33.7276423,-117.7862998,,,,,,,
Pancakes R Us,breakfast;pancake,33.6351695,-117.9180805,,,,,,,
Crack Shack,breakfast,33.6356497,-117.9187579,,,,,,,
Kashiwa Ramen,ramen,33.6804049,-117.9169675,,,,,,,
Mitasie,chinese,33.7289872,-117.9952859,Huntington Beach,Edinger Avenue,92647,,,,
Stoney's,pizza,33.7128585,-118.0634332,,,,,,,
Shanuya,japanese,33.6975081,-117.9545849,,Brookhurst Street,92708,,,+1-714-860-7772,http://shabuyatrstaurant.vom
The S,barbecue,33.7572379,-117.938065,,North Euclid Street,92843,,,+1-714-867-6057,http://www.thesmokingribs.com
Freesoulcaffé,breakfast;burger;cake;coffee_shop;pasta;pizza;ramen,33.742238,-117.8227293,,East Main Street,92780,,Mo-Fr 11:00-21:00; Sa 09:00-21:00,+1-714-371-0976,http://freesoulcaffe.com/
Burattino Brick Oven Pizza,pizza,33.7304341,-117.9992902,Huntington Beach,Edinger Avenue,92647,CA,Su-Th 10:00-21:00,+1 714-584-3454,https://www.burattinopizza.com/
Hanki Everyday Korean,korean,33.7304329,-117.9994393,Huntington Beach,Edinger Avenue,92647,CA,Mo-Sa 11:00-20:00,+1 714-622-4073,https://hankica.com/
Kita Jima,sushi;thai,33.7386824,-117.824874,,,,,,,
Pho Ky Dong,vietnamese,33.7383727,-117.824847,Tustin,El Camino Real,,CA,,,
Uroko Poke,seafood,33.7385687,-117.8250112,Tustin,El Camino Real,,CA,,,
Tanakaya,japanese,33.7387888,-117.8248737,,,,,"Tu-Su 23:30-14:00,17:30-20:00",,
Inka Mama's,peruvian,33.7382482,-117.8227284,,,,,,,
STACKED,american,33.7298429,-117.9976248,,,92647,,Su-Th 08:00-21:00; Fr-Sa 08:00-22:00,+1 657-845-2100,https://stacked.restaurant/
Thai Favorite Cuisine,thai;curry,33.7425853,-117.816838,,,,,,,
Pizza Hut,pizza,33.7415557,-117.8175601,,,,,,,
La Cocina de Ricardo,mexican,33.6205809,-117.6980651,Lake Forest,El Toro Road,92630,CA,Mo-Su 11:00-21:00,,
Divine Mediterranean Experience,mediterranean,33.694632,-117.8838272,,,92704,CA,Mo-Su 11:00-21:00,+1-714-852-3362,https://santaana.dvineexperience.com/
Raku Sushi & Teriyaki,japanese;sushi,33.6946915,-117.8838276,,,92704,CA,Mo-Fr 11:00-21:00; Sa-Su 11:30-21:00,+1-714-689-3295,https://ramenmura.us/
Kaisen Kaiten,sushi,33.6964161,-117.8842851,,Bristol Street,92704,,Su-Fr 11:30-21:00; Sa 11:30-21:30,+1-714-444-2161,https://kaitensushibar.com/
Full Moon Sushi,sushi,33.6943998,-117.9554619,Fountain Valley,Ellis Avenue,92708,CA,Mo-Su 12:00-20:30,+1 714-963-3214,
Simply Pho,vietnamese,33.697511,-117.9547646,,,,,,,
Inka Cantina,peruvian,33.6975159,-117.955067,,,,,,,
Wadaya,japanese;noodle;ramen,33.6790959,-117.9082664,Costa Mesa,Fairview Road,92626,CA,"Tu-Su 11:30-14:45, 17:00-21:30",+1 714-760-4811,https://www.wadaya.co
Vietnam's Pearl Restaurant,noodle;soup;vietnamese,33.6797773,-117.9089338,Costa Mesa,Baker Street,92626,CA,Mo-Fr 10:00-19:30; Sa 11:00-19:00,+1 714-540-2212,http://www.vietnamspearloc.com
Fortune Cookies,chinese,33.690133,-117.9536461,,,,,,,
Sushi Plus,sushi,33.6887731,-117.953633,,,,,,,
Trái Cây Góc Phố,vietnamese,33.7453438,-117.9643899,Westminster,Bolsa Avenue,92683,CA,"Mo-We, Fr 11:30-21:00; Sa-Su 11:30-22:00",+1 714-548-2687,
Quan Hy,vietnamese,33.745353,-117.9602607,,,,,,,
Thạch Chè Hiến Khánh,vietnamese;dessert,33.7455006,-117.9608875,Westminster,Bolsa Avenue,92683,CA,,,
Milligram Coffee and Kitchen,breakfast;coffee_shop,33.6350283,-117.9171357,Costa Mesa,East 17th Street,92627,CA,Sa-Mo 07:30-17:00; Tu-Fr 07:30-21:00,+1 949-612-7272,https://www.milligramcoffeeandkitchen.com/
The Pizza Press,pizza,33.6416555,-117.5950072,,Rancho Santa Margarita Pkwy,,,"Mo-Th, Sa, Su 11:00-21:00; Fr 11:00-22:00",+1-949-635-8155,https://thepizzapress.com/
CAVA,mediterranean,33.6851815,-117.8106526,,,,,,,
Mangia Mangia,italian,33.7284676,-118.0071477,,,,,,,
Value Pizza,pizza,33.7746926,-117.9457062,Garden Grove,Nelson Street,92840,CA,,,
King Huarache,mexican,33.774825,-117.94571,Garden Grove,nel,92840,ca,,+1-714-591-5330,https://kinghuaracheca.com/
Real Thai Food,thai,33.7881735,-117.9669385,Garden Grove,Chapman Avenue,92841,CA,,,
Pho Hoan Pasteur,vietnamese,33.7898327,-117.9638996,Garden Grove,Chapman Avenue,92841,CA,,,
Kyotori Japanese Restaurant,japanese,33.7898136,-117.9619689,Garden Grove,Chapman Avenue,92841,CA,,,
S365 Veggie,vietnamese;korean,33.7898796,-117.9621113,Garden Grove,Chapman Avenue,92841,CA,,,
Gà Bistro,vietnamese,33.772157,-117.9555102,Garden Grove,Brookhurst Street,92843,CA,,,
Kaye's Kitchen,breakfast,33.7748346,-117.9411928,Garden Grove,Main Street,92840,CA,,,
Dorada Restaurant & Bakery,mexican;bakery,33.7740621,-117.9310046,Garden Grove,Garden Grove Boulevard,92843,CA,,,
Chuck E. Cheese,pizza,33.7729251,-117.9215736,Garden Grove,Harbor Boulevard,92843,CA,,,
Dolan's Uyghur Cuisine,chinese;mediterranean;uyghur,33.7066256,-117.7877189,Irvine,Culver Drive,92604,CA,11:00-21:00,+1 949-299-2878,https://www.dolansusa.com
Oc & Lau Restaurant Bar,seafood;vietnamese,33.7581149,-117.9564868,Garden Grove,Westminster Avenue,92844,CA,"Mo-Tu, Th, Su 10:00-22:00; Fr-Sa 10:00-23:00",+1 714-583-8100,
Bosscat Kitchen and Libations,american,33.6792419,-117.8533846,Irvine,Von Karman Avenue,92612,CA,"Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 10:00-14:30, 15:00-23:00; Su 10:00-14:30, 15:30-21:00",+1 949-333-0917,https://bosscatkitchen.com/irvine
Kaju Soft Tofu Restaurant,korean,33.774536,-117.9772495,Garden Grove,Garden Grove Boulevard,92844,CA,Mo-Su 11:00-22:30,+1 714-636-2849,https://www.kajusofttofu.net/
Denny's,american,33.7744677,-117.9923192,,,,,24/7,,
Nguyen's Kitchen,vietnamese,33.6964061,-117.9187705,,,,,,,
Tommy Pastrami,sandwich,33.6967515,-117.9187747,,,,,,,
Cafe Sevilla,spanish,33.6421279,-117.91858,,,,,,,
JA Jiaozi Authentic Dumplings,dumplings;chinese,33.7233183,-117.7896646,Irvine,Jamboree Road,92602,CA,Mo-Th 11:30-20:30; Fr 11:30-21:00; Sa 11:00-21:00; Su 11:00-20:30,+1 714-786-8999,https://www.jajiaozi.com
Garlic and Chives,vietnamese,33.7585267,-117.9567911,Garden Grove,Westminster Avenue,92844,CA,,+1 714-591-5196,
Fogo de Chão,brazilian;steak_house,33.7305224,-117.9898893,,,,,,,https://fogodechao.com/
Solita Tacos and Margaritas,mexican,33.731018,-117.9957137,Huntington Beach,Edinger Avenue,92647,CA,,,https://solitatacos.com/
Lakeside Chinese Cuisine,chinese,33.637791,-117.6082438,,,,,,,
Mimi's Café,diner,33.6947935,-117.9546527,,,,,,,https://www.mimiscafe.com/lunch-dinner/
Fortune Cookie (Chinese) Restaurant,chinese,33.6901115,-117.9535777,,Brookhurst Street,,,,,
Star Leaf Tea & Asian Kitchen,asian,33.7891552,-117.852877,,North Glassell Street,92866,,"Tu-Th 17:00-21:00; Sa-Su 10:00-15:00, 17:00-22:00; Fr 17:00-22:00",+1 714-790-4060,https://www.teamodernchinese.com/
Noodle St,chinese;noodles,33.7232799,-117.771335,,Irvine Boulevard,92602,,Mo-Sa 11:00-22:00; Su 11:00-21:00,+1 714-730-8460,https://noodlestusa.com
Latte Da Bagelry and Grill,cafe;breakfast,33.6484933,-117.5762785,Trabuco Canyon,Plano Trabuco Road,92679,CA,,,
Orange Curry 2,indian,33.7147199,-118.0082277,,Warner Avenue,92647,,Mo-Su 10:00-22:00,+1-714-596-0995,http://orangecurry-ca.com
Sabroso! Mexican Grill,mexican,33.7727632,-117.9208422,,Harbor Boulevard,91843,,Mo-We 11:00-20:00; Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 10:00-21:00,+1 714-537-7080,https://www.sabrosomexicangrill.com
Brava Cucina,italian,33.792203,-117.76404,Orange,East Chapman Avenue,92869,CA,Tu-Su 16:00-21:00,+1-714-771-2907,https://bravacucina.com/
Chen's Panda,chinese,33.7921046,-117.7638414,Orange,East Chapman Avenue,92869,CA,"Mo-Fr 11:30-20:30; Tu off; Sa,Su 12:00-20:30",+1-714-288-8787,
Cava,mediterranean,33.6982003,-117.741147,Irvine,Irvine Boulevard,92620,CA,Mo-Su 10:45-22:00,+1-949-490-6084,https://cava.com/locations/woodbury-town-center-ca
Marble Steakhouse & Grille,steak_house,33.6983424,-117.7392204,Irvine,Irvine Boulevard,92620,CA,Su-Fr 11:00-22:00; Sa 11:00-23:00,+1-949-316-4405,
Aloha Stacks,breakfast;lunch;hawaiian,33.6507959,-117.6451454,Mission Viejo,Santa Margarita Parkway,92691,CA,06:30-14:00,+1 949-243-0066,http://www.alohastacks.com/
Botan Sushi,sushi,33.6496429,-117.8321808,Irvine,Campus Drive,92612,CA,Mo-Su 11:30-23:00,,
My Pho,vietnamese,33.7872059,-117.8168892,,,,,,,
Panda Mongolian BBQ,barbecue,33.7875392,-117.8152879,,,,,,,
Poki Ya,japanese,33.7871084,-117.8150008,,,,,,,
Orange Blossom,chinese,33.7873754,-117.8124834,,,,,,,
Restaurante Don Jose,mexican,33.7872892,-117.8123229,,,,,,,
Yum Dumpling,chinese,33.7873776,-117.8117552,,,,,,,
Ostioneria Bahia,mexican,33.7883392,-117.8061527,,,,,,,
Emporio Sushi and Seafood,seafood,33.7868183,-117.8061728,,,,,,,
Butaton Ramen,ramen,33.7877511,-117.8525222,Orange,Plaza Square,92866,CA,,,
O SEA | seafood for thought,seafood,33.7872963,-117.8528429,Orange,South Glassell Street,,CA,,,
Tabu Shabu,japanese,33.7872502,-117.8528439,Orange,South Glassell Street,,CA,,,
Snooze,breakfast,33.7877177,-117.8551077,,,,,,,
The Taco Stand,mexican,33.7877418,-117.8550207,,,,,,,
Wazabi Sushi - Orange,sushi,33.7875079,-117.8551321,,,,,,,
Tacos Madre,mexican,33.668922,-117.919621,Costa Mesa,Harbor Boulevard,92626,CA,Mo-Sa 10:00-22:00; Su 10:00-23:00,+1-657-247-0012,https://tacosmadrerest.com/
California Pizza Kitchen,pizza,33.6522883,-117.7457328,,,,,,,
Kalbi Social Club,korean,33.6520116,-117.7463036,,,,,,+1-949-418-7072,
Fogo de Chão,brazilian;steak_house,33.6502715,-117.7446195,,,,,,+1-949-398-1500,
Niko Niko Sushi,sushi,33.6566337,-117.9186502,,,,,,,
Chuck E. Cheese,pizza,33.6585099,-117.9183252,,,,,,,
Sweet Greens,salad,33.6501573,-117.7418085,,,,,,,
Hummus Republic,mediterranean,33.7327261,-117.9924541,,,,,,,
Kabuki Japanese Restaurant,japanese,33.7331777,-117.9928849,,,,,,,
Curry Pizza House,pizza,33.7000862,-117.8282102,,,,,07:00-22:00,,
Rakkan Ramen,ramen,33.6977277,-117.8281291,,,,,,,
Descano,mexican,33.6728832,-117.9212658,,,,,,,
Gina’s Pizza,pizza,33.6717854,-117.9197654,Costa Mesa,Harbor Boulevard,92626,CA,Su-Th 11:00-21:00; Fr-Sa 11:00-21:30,+1 949-434-1311,https://www.ginaspizza.com
Broken Yolk,breakfast,33.6720888,-117.9212681,,,,,"Mo-Fr 07:00-14:00; Sa,Su 07:00-15:00",,
Amorelia Mexican Cafe,mexican,33.6544702,-117.9174319,,,,,,,
Kaphrao Express,thai,33.6555571,-117.9186131,,,,,,,
Pizza Hut,pizza,33.6723139,-117.9185326,,,,,,,
Mokkoji Sbau Shabu Bar,japanese,33.6729583,-117.921373,,,,,,,
California Fish Grill,seafood,33.6715244,-117.9197597,,,,,,,
Bonchon Chicken,chicken;korean;sushi,33.6736351,-117.9210465,,,,,,,
OEB Breakfast Company,breakfast,33.6289154,-117.9061295,,,,,,,
Boiling Point,oriental,33.7073843,-117.7826036,,Culver Drive,,,,,http://boilingpoint.com
Ghiền Bún Bò,vietnamese,33.7453425,-117.9644534,,Bolsa Avenue,92683,,Fr-We 09:00-21:00,,
Ootoro Bar,sushi,33.7132093,-117.8168273,Tustin,Kensington Park Drive,,CA,"Tu,Th 11:30-14:00,17:30-21:30; Fr-Sa 11:30-14:00,17:30-22:30",,
Shancheng Lameizi Hotpot,chinese,33.7079489,-117.7819702,,,,,,,
